text_length,model_name,summary_length,elapsed_s,summary_text
3949,airKlizz/mt5-base-wikinewssum-polish,1321,21.043224811553955,"'''W tym kontekście Grenlandia staje się, jego zdaniem, nie tyle geopolityczną ciekawostką , ile ""jedynym w miarę niezabezpieczonym punktem północnej flanki Zachodu"". Stany Zjednoczone, mimo dyslokacji sił na Pacyfiku i Atlantyku, ""nie mają w tym rejonie bazy porównywalnej z rosyjskim Murmańskiem"" i dążą do stworzenia sieci obecności także w Arktyce. Ameryka przekonuje ekspert, mogłaby przekonać Grenlandczyków inwestycjami, dostępem do rynku oraz wsparciem finansowym. To nie była czysta nauka, lecz przygotowywanie gruntu pod przyszłe instalacje. To mógłby być status terytorium zależnego, z możliwością reprezentacji bez prawa głosu w Kongresie"" — ocenia.  '''Dziś żyją w dużej mierze z duńskich dotacji, a Dania ani nie ma wizji rozwoju wyspy, ani nie posiada środków, by ją zabezpieczyć'''. Grenlandia kryje znaczne pokłady metali ziem rzadkich — surowców kluczowych w przemyśle high-tech i zbrojeniowym. Grenlandczycy, jego zdaniem, ""dobrze pamiętają czasy, że Dania przypomniała sobie o nich dopiero po deklaracjach Donalda Trumpa o chęci zakupu wyspy"" - stwierdził Kwiatkowski. ""Amerykanie dążą do dywersyfikacji dostaw i odzyskania przewagi surowcowej. Szukają punktów, gdzie można prowadzić wydobycie i przetwarzanie bez rygorystycznych ograniczeń środowiskowych, które w USA czy Europie blokują inwestycje""."
3949,airKlizz/mt5-base-wikinewssum-polish,1321,20.930999517440796,"'''W tym kontekście Grenlandia staje się, jego zdaniem, nie tyle geopolityczną ciekawostką , ile ""jedynym w miarę niezabezpieczonym punktem północnej flanki Zachodu"". Stany Zjednoczone, mimo dyslokacji sił na Pacyfiku i Atlantyku, ""nie mają w tym rejonie bazy porównywalnej z rosyjskim Murmańskiem"" i dążą do stworzenia sieci obecności także w Arktyce. Ameryka przekonuje ekspert, mogłaby przekonać Grenlandczyków inwestycjami, dostępem do rynku oraz wsparciem finansowym. To nie była czysta nauka, lecz przygotowywanie gruntu pod przyszłe instalacje. To mógłby być status terytorium zależnego, z możliwością reprezentacji bez prawa głosu w Kongresie"" — ocenia.  '''Dziś żyją w dużej mierze z duńskich dotacji, a Dania ani nie ma wizji rozwoju wyspy, ani nie posiada środków, by ją zabezpieczyć'''. Grenlandia kryje znaczne pokłady metali ziem rzadkich — surowców kluczowych w przemyśle high-tech i zbrojeniowym. Grenlandczycy, jego zdaniem, ""dobrze pamiętają czasy, że Dania przypomniała sobie o nich dopiero po deklaracjach Donalda Trumpa o chęci zakupu wyspy"" - stwierdził Kwiatkowski. ""Amerykanie dążą do dywersyfikacji dostaw i odzyskania przewagi surowcowej. Szukają punktów, gdzie można prowadzić wydobycie i przetwarzanie bez rygorystycznych ograniczeń środowiskowych, które w USA czy Europie blokują inwestycje""."
3949,airKlizz/mt5-base-wikinewssum-polish,1321,20.87995934486389,"'''W tym kontekście Grenlandia staje się, jego zdaniem, nie tyle geopolityczną ciekawostką , ile ""jedynym w miarę niezabezpieczonym punktem północnej flanki Zachodu"". Stany Zjednoczone, mimo dyslokacji sił na Pacyfiku i Atlantyku, ""nie mają w tym rejonie bazy porównywalnej z rosyjskim Murmańskiem"" i dążą do stworzenia sieci obecności także w Arktyce. Ameryka przekonuje ekspert, mogłaby przekonać Grenlandczyków inwestycjami, dostępem do rynku oraz wsparciem finansowym. To nie była czysta nauka, lecz przygotowywanie gruntu pod przyszłe instalacje. To mógłby być status terytorium zależnego, z możliwością reprezentacji bez prawa głosu w Kongresie"" — ocenia.  '''Dziś żyją w dużej mierze z duńskich dotacji, a Dania ani nie ma wizji rozwoju wyspy, ani nie posiada środków, by ją zabezpieczyć'''. Grenlandia kryje znaczne pokłady metali ziem rzadkich — surowców kluczowych w przemyśle high-tech i zbrojeniowym. Grenlandczycy, jego zdaniem, ""dobrze pamiętają czasy, że Dania przypomniała sobie o nich dopiero po deklaracjach Donalda Trumpa o chęci zakupu wyspy"" - stwierdził Kwiatkowski. ""Amerykanie dążą do dywersyfikacji dostaw i odzyskania przewagi surowcowej. Szukają punktów, gdzie można prowadzić wydobycie i przetwarzanie bez rygorystycznych ograniczeń środowiskowych, które w USA czy Europie blokują inwestycje""."
3949,z-dickson/bart-large-cnn-climate-change-summarization,1347,33.36057686805725,"Pierwsza kwestia omawiana w tekście jest wykorzystanie energii jądrowej i jej potencjalne zagrożenia dla Chin. Pozycja partii politycznej w tej sprawie nie jest wyraźnie określona w komunikatie prasowym. Jednak na podstawie oświadczeń przedstawionych przez amerykańskiego eksperta można stwierdzić, że partia popiera rozwój energii jądrowej w celu zapewnienia bezpieczeństwa Stanów Zjednoczonych przed agresją i potencjalnymi zagrożeniami Chin. Przedstawiciel partii, Kwiatkowski, krytykuje Stany Zjednoczone i oskarża je o podważanie całego systemu obrony narodowej, w tym zdolności ONZ do zagwarantowania bezpieczeństwa swoich baz. Ponadto twierdzi, że amerykańska obecność wojskowa w regionie jest sprzeczna z przesłaniem Chin o byciu wieloletnim liderem światowym w regionie na Morzu Północnym, i sugeruje, że region musi ponownie ocenić równowagę ekonomiczną, podczas gdy jednak ogólny równowagę wojskową w całej Europie sugeruje, że w ostatnim roku, gdy rosyjskie kraje, w konsekwencji niezależnych źródeł i tradycji gospodarczej, w kierunku odnowialnych źródeł energii w Europie Południowo-Wschodniej, rosyjskie kraje i rosyjskie kraje powinny wreszcie odrzucić tradycję zwiększenia równowagi ekonomicznej, a ogólny równowagę wojskowej, w konsekwencji, że rosyjskie źródła i środowisko naturalne nie wymagają, aby w krajach Europy w 1990 r."
3949,z-dickson/bart-large-cnn-climate-change-summarization,1347,32.78599953651428,"Pierwsza kwestia omawiana w tekście jest wykorzystanie energii jądrowej i jej potencjalne zagrożenia dla Chin. Pozycja partii politycznej w tej sprawie nie jest wyraźnie określona w komunikatie prasowym. Jednak na podstawie oświadczeń przedstawionych przez amerykańskiego eksperta można stwierdzić, że partia popiera rozwój energii jądrowej w celu zapewnienia bezpieczeństwa Stanów Zjednoczonych przed agresją i potencjalnymi zagrożeniami Chin. Przedstawiciel partii, Kwiatkowski, krytykuje Stany Zjednoczone i oskarża je o podważanie całego systemu obrony narodowej, w tym zdolności ONZ do zagwarantowania bezpieczeństwa swoich baz. Ponadto twierdzi, że amerykańska obecność wojskowa w regionie jest sprzeczna z przesłaniem Chin o byciu wieloletnim liderem światowym w regionie na Morzu Północnym, i sugeruje, że region musi ponownie ocenić równowagę ekonomiczną, podczas gdy jednak ogólny równowagę wojskową w całej Europie sugeruje, że w ostatnim roku, gdy rosyjskie kraje, w konsekwencji niezależnych źródeł i tradycji gospodarczej, w kierunku odnowialnych źródeł energii w Europie Południowo-Wschodniej, rosyjskie kraje i rosyjskie kraje powinny wreszcie odrzucić tradycję zwiększenia równowagi ekonomicznej, a ogólny równowagę wojskowej, w konsekwencji, że rosyjskie źródła i środowisko naturalne nie wymagają, aby w krajach Europy w 1990 r."
3949,z-dickson/bart-large-cnn-climate-change-summarization,1347,32.92197275161743,"Pierwsza kwestia omawiana w tekście jest wykorzystanie energii jądrowej i jej potencjalne zagrożenia dla Chin. Pozycja partii politycznej w tej sprawie nie jest wyraźnie określona w komunikatie prasowym. Jednak na podstawie oświadczeń przedstawionych przez amerykańskiego eksperta można stwierdzić, że partia popiera rozwój energii jądrowej w celu zapewnienia bezpieczeństwa Stanów Zjednoczonych przed agresją i potencjalnymi zagrożeniami Chin. Przedstawiciel partii, Kwiatkowski, krytykuje Stany Zjednoczone i oskarża je o podważanie całego systemu obrony narodowej, w tym zdolności ONZ do zagwarantowania bezpieczeństwa swoich baz. Ponadto twierdzi, że amerykańska obecność wojskowa w regionie jest sprzeczna z przesłaniem Chin o byciu wieloletnim liderem światowym w regionie na Morzu Północnym, i sugeruje, że region musi ponownie ocenić równowagę ekonomiczną, podczas gdy jednak ogólny równowagę wojskową w całej Europie sugeruje, że w ostatnim roku, gdy rosyjskie kraje, w konsekwencji niezależnych źródeł i tradycji gospodarczej, w kierunku odnowialnych źródeł energii w Europie Południowo-Wschodniej, rosyjskie kraje i rosyjskie kraje powinny wreszcie odrzucić tradycję zwiększenia równowagi ekonomicznej, a ogólny równowagę wojskowej, w konsekwencji, że rosyjskie źródła i środowisko naturalne nie wymagają, aby w krajach Europy w 1990 r."
3949,csebuetnlp/mT5_multilingual_XLSum,493,31.040979146957397,"Sekretarz Stanu USA, Robert Flower, ostrzegł, że ambicje nuklearne Chin są zagrożone rosnącym zagrożeniem dla handlu między Stanami Zjednoczonymi a chińskimi narodami, według jego rzeczn Były premier Grenlandii, Peter Nuuk, nazwał wyspę Nuuk ""miejscem współczucia"" dla Stanów Zjednoczonych podczas swojej wizyty na wyspie, która według niego zostanie przejęta przez rząd duński w listopadzie przyszłego roku. Grenlandia stała się symbolem narodowej dumy, mówi szef naukowy Andrzej Kwiatkowski."
3949,csebuetnlp/mT5_multilingual_XLSum,493,27.71904706954956,"Sekretarz Stanu USA, Robert Flower, ostrzegł, że ambicje nuklearne Chin są zagrożone rosnącym zagrożeniem dla handlu między Stanami Zjednoczonymi a chińskimi narodami, według jego rzeczn Były premier Grenlandii, Peter Nuuk, nazwał wyspę Nuuk ""miejscem współczucia"" dla Stanów Zjednoczonych podczas swojej wizyty na wyspie, która według niego zostanie przejęta przez rząd duński w listopadzie przyszłego roku. Grenlandia stała się symbolem narodowej dumy, mówi szef naukowy Andrzej Kwiatkowski."
3949,csebuetnlp/mT5_multilingual_XLSum,493,27.45053243637085,"Sekretarz Stanu USA, Robert Flower, ostrzegł, że ambicje nuklearne Chin są zagrożone rosnącym zagrożeniem dla handlu między Stanami Zjednoczonymi a chińskimi narodami, według jego rzeczn Były premier Grenlandii, Peter Nuuk, nazwał wyspę Nuuk ""miejscem współczucia"" dla Stanów Zjednoczonych podczas swojej wizyty na wyspie, która według niego zostanie przejęta przez rząd duński w listopadzie przyszłego roku. Grenlandia stała się symbolem narodowej dumy, mówi szef naukowy Andrzej Kwiatkowski."
3949,facebook/bart-large-cnn,466,26.078969717025757,"Chiny nieustannie rozszerzają swój potencjał jądrowy i starają się utworzyć sieć obecności również w Arktyce. Grönlandzczycy, według niego, ""dobrze pamiętają czasy, kiedy Dania przypomniała o nich dopiero po deklaracjach Donalda Trumpa o chęci nabycia wyspy Grönlandia"". Chociaż Grönlandia pozostaje formalnie częścią Królestwa Danii, stosunki między Kopenhagem a Nuuk są ""pełnią history Dr Kwiatkowski kończy: ""To nie jest już kwestia narodowej dumy ani symbolizmu."
